,name,track_id,album,artist,artist_id,release_date,length,popularity,artist_pop,artist_genres,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,time_signature,playlist
429,Ain’t Safe (feat. Don Toliver),6ja11GoXgF75QkEVqqAadn,Ain’t Safe (feat. Don Toliver),Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,2022-10-28,166514,74,83,"['melodic rap', 'rap', 'trap']",0.221,0.829,0.644,1.04e-06,0.141,-4.86,0.291,147.151,0.515,9,1,4,RapCaviar
430,Real Spill,4OkFBMU18NidtaefaTjUq1,It's Only Me,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2022-10-14,198722,78,90,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.0496,0.776,0.557,0.0,0.112,-7.441,0.545,156.978,0.284,2,1,4,RapCaviar
431,Chocolate (feat. Young Thug and Gunna),6PvHZ5vVjUhngh0t3pIsPc,Only Built For Infinity Links,Quavo,0VRj0yCOv2FXJNP47XQnx5,2022-10-07,208372,73,81,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']",0.2,0.854,0.611,0.0,0.19,-6.824,0.228,129.003,0.728,1,0,4,RapCaviar
432,2 Million Up,5JS1gz9zP4GTy0LZYvSeUK,ONLY BUILT 4 DIAMOND LINKS,Peezy,6lOaHNmL3l3hKDGNf0egfs,2022-08-12,159973,74,62,['detroit trap'],0.115,0.884,0.423,0.0,0.0895,-10.181,0.275,95.753,0.259,6,0,4,RapCaviar
433,Break My Heart,13VvjrXWYzG9lWViL8Y9vM,Break My Heart,Rod Wave,45TgXXqMDdF8BkjA83OM7z,2022-11-10,169411,72,80,['florida rap'],0.0166,0.701,0.562,1.2e-05,0.352,-8.915,0.0381,84.994,0.354,1,1,4,RapCaviar
434,Take Shots (feat. Tory Lanez),2tFwYCvY0x9IfeW63AdMpM,Take Shots (feat. Tory Lanez),A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,2022-10-21,281985,72,84,"['melodic rap', 'rap', 'trap']",0.0331,0.63,0.505,0.0,0.0713,-4.923,0.244,92.537,0.578,10,0,4,RapCaviar
435,Do It Right,4ZevD501qZiFK7FY8DFn0V,Do It Right,Don Toliver,4Gso3d4CscCijv0lmajZWs,2022-11-18,174474,75,84,"['rap', 'trap']",0.458,0.662,0.515,0.0,0.163,-6.867,0.199,69.808,0.386,5,1,4,RapCaviar
436,Major Distribution,46s57QULU02Voy0Kup6UEb,Her Loss,Drake,3TVXtAsR1Inumwj472S9r4,2022-11-04,170501,88,97,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.0127,0.908,0.546,0.0,0.0707,-10.491,0.323,131.016,0.225,8,0,4,RapCaviar
437,Tomorrow 2 (with Cardi B),7KXVIAuw3m2hxZanrpSXS3,Tomorrow 2 (with Cardi B),GloRilla,2qoQgPAilErOKCwE2Y8wOG,2022-09-23,209811,82,69,"['rap', 'viral rap']",0.0695,0.791,0.818,0.0,0.114,-3.93,0.406,159.922,0.693,0,1,4,RapCaviar
438,Not Finished,2A0G0bPmlkUXUbvWqrAXzg,It's Only Me,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2022-10-14,163453,78,90,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.0123,0.785,0.524,0.0,0.365,-7.004,0.122,142.007,0.0855,1,1,4,RapCaviar
439,G Nikes (feat. Polo G),7asQMsxC6dNgY0inCzJC5O,Who is Nardo Wick?? (Deluxe),Nardo Wick,0Njy6yR9LykNKYg9yE23QN,2022-10-14,194036,73,74,"['florida drill', 'florida rap', 'rap', 'trap']",0.0716,0.808,0.644,0.0,0.085,-6.167,0.329,151.098,0.512,1,1,4,RapCaviar
440,FTCU (feat. GloRilla & Gangsta Boo),4lxTmHPgoRWwM9QisWobJL,FTCU (feat. GloRilla & Gangsta Boo),Latto,3MdXrJWsbVzdn6fe5JYkSQ,2022-12-02,145655,70,72,"['pop', 'rap', 'trap queen']",0.0369,0.894,0.633,0.0,0.178,-5.294,0.298,145.11,0.578,10,0,4,RapCaviar
441,BET,3TJTvFCoVZaWWTRuaIPkMl,BET,Russ,1z7b1Pr1rSlvWRzsW3HOrS,2022-10-14,154285,70,77,"['hawaiian hip hop', 'rap']",0.229,0.802,0.42,1.87e-05,0.299,-10.088,0.13,125.948,0.183,7,0,4,RapCaviar
442,Shordie (with Gunna),6H6ZtVp6DymejLOJLdRzOI,Survivor’s Remorse: A Side,G Herbo,5QdEbQJ3ylBnc3gsIASAT5,2022-10-07,176588,69,74,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']",0.0301,0.768,0.695,0.0,0.235,-4.883,0.179,76.007,0.41,9,1,4,RapCaviar
443,Stop Breathing,6mM8gri8d2abYYomjOV4ut,Stop Breathing,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,2022-09-30,110706,74,81,"['melodic rap', 'rap', 'trap']",0.0434,0.586,0.689,0.0,0.184,-6.04,0.425,158.457,0.456,0,1,4,RapCaviar
444,Miss My Dawgs (with Lil Wayne),5fCBPjWjqaa0vuRO0ZRWPC,Miss My Dawgs,YG,0A0FS04o6zMoto8OKPsDwY,2022-12-09,163205,68,76,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.0374,0.857,0.662,2.21e-06,0.414,-9.096,0.275,89.907,0.383,7,1,4,RapCaviar
445,Keep Calling,44p5ZWDBSppOoABrxoH5jU,Keep Calling,Blxst,4qXC0i02bSFstECuXP2ZpL,2022-12-09,156521,69,73,['pop rap'],0.428,0.796,0.461,5.55e-06,0.107,-6.757,0.338,92.015,0.487,1,1,4,RapCaviar
446,Give You What You Want,6PQK1Y3Dl6dym9pj0y9Chy,Give You What You Want,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,2022-11-11,159330,77,81,"['brooklyn drill', 'melodic rap', 'nyc rap']",0.222,0.691,0.656,0.00111,0.153,-5.673,0.0679,89.467,0.393,10,0,4,RapCaviar
447,In My Head,2RJAKIw6nIkgZVsAIKhmqz,In My Head,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2022-10-28,192000,83,90,"['chicago rap', 'melodic rap']",0.269,0.633,0.548,0.0,0.16,-5.634,0.0467,160.011,0.35,5,0,4,RapCaviar
448,My Friends (feat. Lil Durk),0wTTf3msjDJ8NcZGTmQJQV,My Friends (feat. Lil Durk),Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,2022-10-05,158167,73,82,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",0.0558,0.633,0.478,0.0,0.202,-8.039,0.044,169.961,0.441,8,1,4,RapCaviar
449,Super Freaky Girl,2yjlYDiNiQkdxVqTlaSrlX,Queen Radio: Volume 1,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,2022-08-26,170977,80,86,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.0509,0.951,0.878,1.61e-05,0.321,-2.565,0.211,133.014,0.923,2,1,4,RapCaviar
450,Unholy (feat. Kim Petras),3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),Sam Smith,2wY79sveU1sp5g7SokKOiI,2022-09-22,156943,100,89,"['dance pop', 'pop', 'uk pop']",0.013,0.714,0.472,4.51e-06,0.266,-7.375,0.0864,131.121,0.238,2,1,4,just hits
451,10:35,6BePGk3eCan4FqaW2X8Qy3,10:35,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,2022-11-03,172252,87,84,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance', 'tropical house']",0.0683,0.696,0.793,3.78e-06,0.18,-5.733,0.097,120.003,0.698,8,1,4,just hits
452,Hero,4Wu62DoQg1ECGlDKDfo30R,Hero,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,2022-12-08,160714,77,77,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.316,0.534,0.696,0.0,0.248,-5.211,0.0694,168.149,0.251,9,0,4,just hits
453,PSYCHO,1eprzC29mwUQqcVj0eILdx,PSYCHO,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,2022-09-15,162666,82,78,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",0.0138,0.62,0.681,0.0,0.0248,-4.915,0.356,160.743,0.741,9,1,4,just hits
454,Celestial,4zrKN5Sv8JS5mqnbVcsul7,Celestial,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2022-09-29,209026,84,91,"['pop', 'uk pop']",0.0529,0.574,0.852,0.0,0.161,-1.248,0.0397,123.038,0.501,2,1,4,just hits
455,Back To You,3K00Ib1shkOEiAXU5pec6e,Back To You,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,2022-12-09,157252,74,77,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",0.234,0.679,0.548,0.0,0.189,-7.495,0.0298,115.954,0.413,0,1,4,just hits
456,Miss You,4tRhRLBxIZ34Iw0eCuiC03,Miss You,southstar,1GVuCyb4PlArufUZDUnRQi,2022-07-30,206019,85,70,[],0.136,0.663,0.559,0.0894,0.108,-12.876,0.0391,145.007,0.296,6,0,4,just hits
457,Pointless,4JBiO7wRnE6ueszEUpo347,Pointless,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2022-12-02,228988,83,82,"['pop', 'uk pop']",0.0686,0.325,0.59,0.0,0.104,-3.943,0.0495,180.449,0.278,4,1,3,just hits
458,For My Hand (feat. Ed Sheeran),0HaRLPnr887lcQM2YQzkff,"Love, Damini",Burna Boy,3wcj11K77LjEY1PkEazffa,2022-07-07,159123,82,81,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",0.161,0.87,0.479,0.000157,0.209,-7.779,0.165,104.059,0.717,9,1,4,just hits
459,Shut Up,1hf9Wu2l0XIgAcTZLSAUJe,Walkerverse Pt. I & II,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,2022-11-25,132954,71,81,['electro house'],0.13,0.378,0.614,0.0,0.309,-3.809,0.0761,175.937,0.451,1,0,4,just hits
460,Made You Look,0QHEIqNKsMoOY5urbzN48u,Takin' It Back,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,2022-10-21,134256,95,85,"['dance pop', 'hip pop', 'pop']",0.345,0.838,0.525,1.92e-06,0.0771,-3.562,0.0665,144.981,0.884,10,1,4,just hits
461,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,Midnights,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2022-10-21,200690,97,100,['pop'],0.13,0.637,0.643,1.8e-06,0.142,-6.571,0.0519,97.008,0.533,4,1,4,just hits
462,Nothing Is Lost (You Give Me Strength),1DzJbVkBELu6jDu6q0T0tk,Avatar: The Way of Water (Original Motion Picture Soundtrack),Simon Franglen,12WCXE6DlRcCn2rEShNepL,2022-12-15,267504,77,96,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.0002,0.52,0.693,2.2e-05,0.122,-7.704,0.0331,126.985,0.12,5,1,4,just hits
463,Let It Die,3Mpz9tU5tLEkYKDMUOi067,Let It Die,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,2022-10-19,166890,71,79,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0.44,0.577,0.869,2.99e-06,0.0721,-5.305,0.205,119.939,0.696,2,0,4,just hits
464,KU LO SA (with Camila Cabello),0HihDC6qQ8MChAhjfW3gMU,KU LO SA (with Camila Cabello),Oxlade,3WTrdbZU99dgTtt3ZkyamT,2022-12-09,148800,72,70,[],0.631,0.585,0.641,0.0,0.2,-5.053,0.085,93.058,0.828,10,0,4,just hits
465,Never Gonna Not Dance Again,6sZo5nJIsFWXefRCCexpx0,Never Gonna Not Dance Again,P!nk,1KCSPY1glIKqW2TotWuXOR,2022-11-04,225789,79,80,"['dance pop', 'pop']",0.0273,0.668,0.802,0.0,0.163,-4.005,0.0917,113.796,0.769,5,0,4,just hits
466,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,2022-08-26,175238,97,89,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.00383,0.561,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,7,0,4,just hits
467,Numb,10xV5l9nhLvFpR8mqzs0bL,Numb,Marshmello,64KEffDW9EtZ1y2vBYgq8T,2022-06-10,155588,85,83,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.121,0.912,0.774,0.0127,0.101,-4.673,0.0455,119.966,0.632,0,0,4,just hits
468,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,RENAISSANCE,Beyoncé,6vWDO969PvNqNYHIOW5v0m,2022-07-29,225388,93,87,"['dance pop', 'pop', 'r&b']",0.0368,0.78,0.689,9.69e-06,0.0698,-5.668,0.141,115.042,0.642,7,1,4,just hits
469,Kill Bill,3OHfY25tqY28d16oZczHc8,SOS,SZA,7tYKF4w9nC0nq9CsPZTHyP,2022-12-09,153946,93,94,"['pop', 'r&b']",0.0543,0.644,0.728,0.169,0.161,-5.75,0.0351,88.993,0.43,8,1,4,just hits
470,Heartbeat,2RSHP21KqTUkCfy4xgwuN1,Heartbeat,James Arthur,4IWBUUAFIplrNtaOHcJPRM,2022-12-02,231723,73,81,"['pop', 'talent show', 'uk pop']",0.499,0.438,0.435,0.0,0.118,-9.967,0.0442,137.247,0.433,5,1,4,just hits
471,I'll Be Waiting,3fqBhOtYA62A5D20j8OaQY,I'll Be Waiting,Cian Ducrot,49jTY62Cpw3RYo4dLuG43W,2022-11-10,172547,80,66,['irish pop'],0.349,0.514,0.651,0.0,0.0776,-4.039,0.043,155.913,0.525,1,1,4,just hits
472,Lionheart (Fearless),5vlzH0ps6WDyb158oFTAb3,Lionheart (Fearless),Joel Corry,6DgP9otnZw5z6daOntINxp,2022-10-21,186689,77,75,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.0217,0.628,0.967,0.00157,0.336,-2.43,0.0538,125.982,0.349,8,1,4,just hits
473,Escapism.,5WxVXxCMRnvxUKFq40ELwq,Escapism. (Sped Up),RAYE,5KKpBU5eC2tJDzf0wmlRp2,2022-11-25,272373,76,78,"['dance pop', 'pop', 'uk contemporary r&b', 'uk pop']",0.138,0.538,0.742,4.67e-05,0.0934,-5.355,0.114,96.107,0.25,2,1,4,just hits
474,Wish You Were Here (feat. Khalid),7up4SX2l8FAnisrUXoGupd,Wish You Were Here (feat. Khalid),Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,2022-08-19,175698,69,72,"['danish pop', 'pop', 'scandipop']",0.00119,0.646,0.64,0.0,0.138,-5.554,0.0304,105.957,0.127,8,1,4,just hits
475,Creepin' (with The Weeknd & 21 Savage),2dHHgzDwk4BJdRwy9uXhTO,HEROES & VILLAINS,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,2022-12-02,221520,93,91,['rap'],0.417,0.715,0.62,0.0,0.0822,-6.005,0.0484,97.95,0.172,1,0,4,just hits
476,Don't Cry For Me,2OUJj5upivZyb4mUCEoQp7,Don't Cry For Me,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2022-12-15,199515,63,77,"['dance pop', 'urban contemporary']",0.00767,0.607,0.698,0.000101,0.295,-5.511,0.0362,123.942,0.219,8,1,4,just hits
477,Weapons,21JOYA45JFkrOjqNwI6g8E,Weapons,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,2022-11-10,151592,77,81,"['dance pop', 'pop']",0.0189,0.506,0.846,0.0,0.0835,-3.705,0.0497,169.813,0.268,1,1,4,just hits
478,Nonsense,6dgUya35uo964z7GZXM07g,emails i can't send,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2022-07-15,163648,83,78,"['alt z', 'dance pop', 'pop', 'post-teen pop']",0.0268,0.74,0.697,0.0,0.224,-4.912,0.034,138.992,0.732,8,1,4,just hits
479,Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema,46pWGuE3dSwY3bMMXGBvVS,2022-08-25,239317,94,81,['nigerian pop'],0.382,0.801,0.806,0.000669,0.114,-5.206,0.0381,106.999,0.802,11,1,4,just hits
480,Kiss Me,7j1ZJAbcm4AMBf82jIrAH3,Sonder,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,2022-11-18,229436,77,76,"['folk-pop', 'irish pop']",0.00108,0.64,0.845,0.0,0.0686,-3.214,0.0356,120.052,0.478,0,0,4,just hits
481,Call It Love,5YdnOm5990Kfq1Jodws98B,Call It Love,Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,2022-09-16,154560,82,75,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house']",0.0559,0.616,0.841,0.00217,0.417,-4.779,0.076,110.029,0.714,5,0,4,just hits
482,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],1RDvyOk4WtPCtoqciJwVn8,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,6HaGTQPmzraVmaVxvz6EUc,2022-11-20,201391,93,80,['k-pop'],0.158,0.71,0.879,0.00142,0.439,-4.218,0.0422,114.993,0.341,0,1,4,just hits
483,Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,SOS,SZA,7tYKF4w9nC0nq9CsPZTHyP,2022-12-09,180853,90,94,"['pop', 'r&b']",0.805,0.358,0.284,0.0,0.183,-8.285,0.0285,99.796,0.276,7,1,3,just hits
484,All Or Nothing,2AcKLW30dJ03qXsGU3RehH,All Or Nothing,Topic,0u6GtibW46tFX7koQ6uNJZ,2022-12-16,147973,63,74,"['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']",0.173,0.598,0.783,0.0,0.0696,-3.908,0.0392,126.018,0.396,5,0,4,just hits
485,21 Reasons (feat. Ella Henderson),1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),Nathan Dawe,2gduEC76ry33RVurAvT05p,2022-04-29,155253,81,67,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",0.0165,0.621,0.785,5.92e-06,0.0512,-4.499,0.11,123.96,0.779,6,1,4,just hits
486,How Do I Say Goodbye,5hnGrTBaEsdukpDF6aZg8a,How Do I Say Goodbye,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,2022-08-31,163603,87,79,"['australian pop', 'pop']",0.214,0.4,0.641,0.0,0.0656,-6.303,0.0674,81.552,0.393,8,1,4,just hits
487,Forget Me,5uSFGgIfHMT3osrAd9n9ym,Forget Me,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2022-09-09,203472,86,82,"['pop', 'uk pop']",0.296,0.669,0.742,0.0,0.355,-3.518,0.0441,101.982,0.716,1,0,4,just hits
488,You Know What I Need,5PQFmB2xhRkJTUWDKccBoP,You Know What I Need,PNAU,6n28c9qs9hNGriNa72b26u,2022-12-02,170000,68,75,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop', 'edm']",0.0152,0.768,0.896,0.0,0.0412,-3.501,0.0969,109.959,0.829,6,0,4,just hits
489,La Jumpa,2mnXxnrX5vCGolNkaFvVeM,SR. SANTOS,Arcángel,4SsVbpTthjScTS7U2hmr1X,2022-12-01,255693,84,86,"['latin hip hop', 'reggaeton', 'urbano latino']",0.111,0.887,0.234,0.67,0.13,-14.52,0.178,140.02,0.197,9,1,4,just hits
490,Hold Me Closer,72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,Elton John,3PhoLpVuITZKcymswpck5b,2022-08-26,202245,86,86,"['glam rock', 'mellow gold', 'piano rock']",0.0746,0.667,0.75,0.000198,0.197,-4.602,0.0906,126.041,0.486,0,1,4,just hits
491,Die For You,2Ch7LmS7r2Gy2kc64wv3Bz,Starboy,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2016-11-25,260253,89,96,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.111,0.582,0.525,0.0,0.134,-7.163,0.0627,133.249,0.51,1,0,4,just hits
492,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,35ovElsgyAtQwYPYnZJECg,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2022-10-28,196519,90,90,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",0.899,0.247,0.299,0.0,0.131,-6.083,0.0315,177.115,0.172,9,1,4,just hits
493,Never Let You Go,5IHwWQBEh7Skxo1hfCUP1O,Never Let You Go,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,2022-11-04,178809,72,80,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.0519,0.607,0.825,1.05e-06,0.081,-4.451,0.0447,126.956,0.467,7,0,4,just hits
494,The Way We Were (feat. Plested),3Ds1rReoW8ixyfCTe2R0zR,Thrill Of The Chase,Kygo,23fqKkggKUBHNkbKtXEls4,2022-11-11,248973,72,80,"['edm', 'pop', 'pop dance', 'tropical house']",0.198,0.595,0.589,0.0,0.103,-6.961,0.0452,122.037,0.256,2,1,4,just hits
495,Belly Dancer,7fZBQnc0zXwVybgCIrQQil,Belly Dancer,Imanbek,5rGrDvrLOV2VV8SCFVGWlj,2022-02-18,151475,86,76,"['dance pop', 'edm', 'electro house', 'pop dance', 'slap house', 'tropical house']",0.0582,0.845,0.797,5.57e-06,0.167,-4.984,0.139,121.985,0.422,1,1,4,just hits
496,I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,2022-05-13,148485,95,85,"['piano rock', 'pop']",0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,139.994,0.825,0,1,4,just hits
497,SIMPLY THE BEST,3LBBSmoGHWC91u754Tp21C,SIMPLY THE BEST,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,2022-10-28,236190,71,81,"['dance pop', 'pop', 'pop rap']",0.205,0.865,0.79,2.54e-05,0.122,-6.047,0.126,126.015,0.649,1,0,4,just hits
498,Lose Your Love (with Matt Maeson),1PknqupRJmUOeOj0ghpwLZ,Alive,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,2022-11-04,211317,68,73,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",0.0152,0.507,0.879,0.0,0.123,-3.666,0.134,149.949,0.434,0,0,4,just hits
499,Damn (You’ve Got Me Saying),5RVjB86R02f47lCZSPFOzj,Damn (You’ve Got Me Saying),Galantis,4sTQVOfp9vEMCemLw50sbu,2022-11-11,195268,73,74,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.0654,0.665,0.843,0.0,0.268,-3.347,0.0354,122.029,0.845,5,0,4,just hits
500,Tukoh Taka - Official FIFA Fan Festival™ Anthem,7twsd0lwXyy0ARdsTyzHoJ,Tukoh Taka (Official FIFA Fan Festival™Anthem),Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,2022-11-18,178529,81,86,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.654,0.963,0.905,0.0481,0.107,-4.053,0.117,123.998,0.594,7,1,4,just hits
501,My Mind & Me,0XER3HPMx223xWaAgNKp4Y,My Mind & Me,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,2022-11-03,147597,83,85,"['dance pop', 'pop', 'post-teen pop']",0.566,0.6,0.389,0.0,0.0826,-5.727,0.0337,143.577,0.244,9,1,4,just hits
502,2 Sugar (feat. Ayra Starr),1DA2ADZs6O28y2rmdmpekw,"More Love, Less Ego",Wizkid,3tVQdUvClmAT7URs9V3rsp,2022-11-11,187906,76,78,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",0.0498,0.914,0.643,0.0,0.0618,-3.862,0.134,105.033,0.764,6,0,4,just hits
503,Million Dollar Baby,3pPN20syOYvbUuEiBpbenI,Million Dollar Baby,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,2022-09-01,184294,79,81,"['dance pop', 'pop']",0.0367,0.667,0.858,1.47e-05,0.325,-2.268,0.0926,133.039,0.641,2,0,4,just hits
504,STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,2022-09-22,210575,90,83,"['lgbtq+ hip hop', 'pop']",0.148,0.637,0.715,0.0,0.0892,-4.971,0.0455,141.872,0.308,2,0,4,just hits
505,Loser,1BCXUbnU0486n4eeTyyVIj,CHARLIE,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,2022-10-06,204376,74,84,"['dance pop', 'pop', 'viral pop']",0.623,0.698,0.623,0.0856,0.179,-7.845,0.037,102.002,0.625,8,0,4,just hits
506,Born Again,18zQTt3ifDv6iLni2YuXMg,Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2022-11-11,213333,78,90,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",0.475,0.465,0.26,0.0,0.138,-8.179,0.031,116.642,0.259,0,0,4,just hits
507,Lovesick,2ECNBJ0b112QmhoBHKq8O6,Walkerverse Pt. I & II,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,2022-11-25,129024,66,81,['electro house'],0.00539,0.585,0.555,1.73e-06,0.354,-4.694,0.0304,122.941,0.162,9,0,4,just hits
508,WDIA (Would Do It Again),2CORoIId0A9UrEIft3nExk,WDIA (Would Do It Again),Rosa Linn,46xBNx0j6cwY6sD9LgMTm1,2022-10-21,191040,66,77,['alt z'],0.373,0.593,0.664,0.0,0.118,-4.32,0.0517,124.889,0.303,8,1,4,just hits
509,One Night Left,00vXdYgi7qL8qk0DOWRmfQ,One Night Left,Cheat Codes,7DMveApC7UnC2NPfPvlHSU,2022-11-18,207017,66,71,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",0.202,0.62,0.653,0.0,0.0893,-5.093,0.0448,129.876,0.357,6,1,4,just hits
510,One Life,6bB4AiK5tH13695FcNGjDY,Sonder,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,2022-11-18,237033,74,76,"['folk-pop', 'irish pop']",0.216,0.463,0.827,0.0,0.145,-4.43,0.219,173.719,0.399,6,0,4,just hits
511,As It Was,4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,6KImCVD70vtIoJWnq6nGn3,2022-03-31,167303,93,90,['pop'],0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,6,0,4,just hits
512,CAIRO,6WbAhuwE6fCOriBu5786X1,CAIRO,KAROL G,790FomKkXshlbRYZFtlgla,2022-11-13,201280,89,87,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",0.472,0.951,0.692,0.000182,0.0894,-4.038,0.312,115.047,0.431,5,0,4,just hits
513,Afraid To Feel,40SBS57su9xLiE1WqkXOVr,Afraid To Feel,LF SYSTEM,0HxX6imltnNXJyQhu4nsiO,2022-05-02,177524,83,67,[],0.0166,0.578,0.912,0.00362,0.273,-3.929,0.114,127.87,0.68,1,1,4,just hits
